,year,category,winner,entity,budget,company,country,director,genre,gross,name,rating,released,runtime,birthplace,date_of_birth,race_ethnicity,religion,sexual_orientation
3451,2012,CINEMATOGRAPHY,TRUE,Life of Pi,,,,,,,,,,,,,,,
3452,2012,CINEMATOGRAPHY,FALSE,Lincoln,,,,,,,,,,,,,,,
3453,2012,CINEMATOGRAPHY,FALSE,Skyfall,,,,,,,,,,,,,,,
3454,2012,COSTUME DESIGN,TRUE,Anna Karenina,,,,,,,,,,,,,,,
3455,2012,COSTUME DESIGN,FALSE,Les Misérables,,,,,,,,,,,,,,,
3456,2012,COSTUME DESIGN,FALSE,Lincoln,,,,,,,,,,,,,,,
3457,2012,COSTUME DESIGN,FALSE,Mirror Mirror,,,,,,,,,,,,,,,
3458,2012,COSTUME DESIGN,FALSE,Snow White and the Huntsman,,,,,,,,,,,,,,,
3459,2012,DIRECTING,FALSE,Amour,,,,,,,,,,,,,,,
3460,2012,DIRECTING,FALSE,Beasts of the Southern Wild,,,,,,,,,,,,,,,
3461,2012,DIRECTING,TRUE,Life of Pi,,,,,,,,,,,,,,,
3462,2012,DIRECTING,FALSE,Lincoln,,,,,,,,,,,,,,,
3463,2012,DIRECTING,FALSE,Silver Linings Playbook,,,,,,,,,,,,,,,
3464,2012,DOCUMENTARY (Feature),FALSE,5 Broken Cameras,,,,,,,,,,,,,,,
3465,2012,DOCUMENTARY (Feature),FALSE,The Gatekeepers,,,,,,,,,,,,,,,
3466,2012,DOCUMENTARY (Feature),FALSE,How to Survive a Plague,,,,,,,,,,,,,,,
3467,2012,DOCUMENTARY (Feature),FALSE,The Invisible War,,,,,,,,,,,,,,,
3468,2012,DOCUMENTARY (Feature),TRUE,Searching for Sugar Man,,,,,,,,,,,,,,,
3469,2012,DOCUMENTARY (Short Subject),TRUE,Inocente,,,,,,,,,,,,,,,
3470,2012,DOCUMENTARY (Short Subject),FALSE,Kings Point,,,,,,,,,,,,,,,
3471,2012,DOCUMENTARY (Short Subject),FALSE,Mondays at Racine,,,,,,,,,,,,,,,
3472,2012,DOCUMENTARY (Short Subject),FALSE,Open Heart,,,,,,,,,,,,,,,
3473,2012,DOCUMENTARY (Short Subject),FALSE,Redemption,,,,,,,,,,,,,,,
3474,2012,FILM EDITING,TRUE,Argo,,,,,,,,,,,,,,,
3475,2012,FILM EDITING,FALSE,Life of Pi,,,,,,,,,,,,,,,
3476,2012,FILM EDITING,FALSE,Lincoln,,,,,,,,,,,,,,,
3477,2012,FILM EDITING,FALSE,Silver Linings Playbook,,,,,,,,,,,,,,,
3478,2012,FILM EDITING,FALSE,Zero Dark Thirty,,,,,,,,,,,,,,,
3479,2012,FOREIGN LANGUAGE FILM,TRUE,Amour,,,,,,,,,,,,,,,
3480,2012,FOREIGN LANGUAGE FILM,FALSE,Kon-Tiki,,,,,,,,,,,,,,,
3481,2012,FOREIGN LANGUAGE FILM,FALSE,No,,,,,,,,,,,,,,,
3482,2012,FOREIGN LANGUAGE FILM,FALSE,A Royal Affair,,,,,,,,,,,,,,,
3483,2012,FOREIGN LANGUAGE FILM,FALSE,War Witch,,,,,,,,,,,,,,,
3484,2012,MAKEUP AND HAIRSTYLING,FALSE,Hitchcock,,,,,,,,,,,,,,,
3485,2012,MAKEUP AND HAIRSTYLING,FALSE,The Hobbit: An Unexpected Journey,,,,,,,,,,,,,,,
3486,2012,MAKEUP AND HAIRSTYLING,TRUE,Les Misérables,,,,,,,,,,,,,,,
3487,2012,MUSIC (Original Score),FALSE,Anna Karenina,,,,,,,,,,,,,,,
3488,2012,MUSIC (Original Score),FALSE,Argo,,,,,,,,,,,,,,,
3489,2012,MUSIC (Original Score),TRUE,Life of Pi,,,,,,,,,,,,,,,
3490,2012,MUSIC (Original Score),FALSE,Lincoln,,,,,,,,,,,,,,,
3491,2012,MUSIC (Original Score),FALSE,Skyfall,,,,,,,,,,,,,,,
3492,2012,MUSIC (Original Song),FALSE,Chasing Ice,,,,,,,,,,,,,,,
3493,2012,MUSIC (Original Song),FALSE,Ted,,,,,,,,,,,,,,,
3494,2012,MUSIC (Original Song),FALSE,Life of Pi,,,,,,,,,,,,,,,
3495,2012,MUSIC (Original Song),TRUE,Skyfall,,,,,,,,,,,,,,,
3496,2012,MUSIC (Original Song),FALSE,Les Misérables,,,,,,,,,,,,,,,
3497,2012,BEST PICTURE,FALSE,Amour,,,,,,,,,,,,,,,
3498,2012,BEST PICTURE,TRUE,Argo,,,,,,,,,,,,,,,
3499,2012,BEST PICTURE,FALSE,Beasts of the Southern Wild,,,,,,,,,,,,,,,
3500,2012,BEST PICTURE,FALSE,Django Unchained,,,,,,,,,,,,,,,
3501,2012,BEST PICTURE,FALSE,Les Misérables,,,,,,,,,,,,,,,
3502,2012,BEST PICTURE,FALSE,Life of Pi,,,,,,,,,,,,,,,
3503,2012,BEST PICTURE,FALSE,Lincoln,,,,,,,,,,,,,,,
3504,2012,BEST PICTURE,FALSE,Silver Linings Playbook,,,,,,,,,,,,,,,
3505,2012,BEST PICTURE,FALSE,Zero Dark Thirty,,,,,,,,,,,,,,,
3506,2012,PRODUCTION DESIGN,FALSE,Anna Karenina,,,,,,,,,,,,,,,
3507,2012,PRODUCTION DESIGN,FALSE,The Hobbit: An Unexpected Journey,,,,,,,,,,,,,,,
3508,2012,PRODUCTION DESIGN,FALSE,Les Misérables,,,,,,,,,,,,,,,
3509,2012,PRODUCTION DESIGN,FALSE,Life of Pi,,,,,,,,,,,,,,,
3510,2012,PRODUCTION DESIGN,TRUE,Lincoln,,,,,,,,,,,,,,,
3511,2012,SHORT FILM (Animated),FALSE,Adam and Dog,,,,,,,,,,,,,,,
3512,2012,SHORT FILM (Animated),FALSE,Fresh Guacamole,,,,,,,,,,,,,,,
3513,2012,SHORT FILM (Animated),FALSE,Head over Heels,,,,,,,,,,,,,,,
3514,2012,SHORT FILM (Animated),FALSE,"Maggie Simpson in ""The Longest Daycare""",,,,,,,,,,,,,,,
3515,2012,SHORT FILM (Animated),TRUE,Paperman,,,,,,,,,,,,,,,
3516,2012,SHORT FILM (Live Action),FALSE,Asad,,,,,,,,,,,,,,,
3517,2012,SHORT FILM (Live Action),FALSE,Buzkashi Boys,,,,,,,,,,,,,,,
3518,2012,SHORT FILM (Live Action),TRUE,Curfew,,,,,,,,,,,,,,,
3519,2012,SHORT FILM (Live Action),FALSE,Death of a Shadow (Dood van een Schaduw),,,,,,,,,,,,,,,
3520,2012,SHORT FILM (Live Action),FALSE,Henry,,,,,,,,,,,,,,,
3521,2012,SOUND EDITING,FALSE,Argo,,,,,,,,,,,,,,,
3522,2012,SOUND EDITING,FALSE,Django Unchained,,,,,,,,,,,,,,,
3523,2012,SOUND EDITING,FALSE,Life of Pi,,,,,,,,,,,,,,,
3524,2012,SOUND EDITING,TRUE,Skyfall,,,,,,,,,,,,,,,
3525,2012,SOUND EDITING,TRUE,Zero Dark Thirty,,,,,,,,,,,,,,,
3526,2012,SOUND MIXING,FALSE,Argo,,,,,,,,,,,,,,,
3527,2012,SOUND MIXING,TRUE,Les Misérables,,,,,,,,,,,,,,,
3528,2012,SOUND MIXING,FALSE,Life of Pi,,,,,,,,,,,,,,,
3529,2012,SOUND MIXING,FALSE,Lincoln,,,,,,,,,,,,,,,
3530,2012,SOUND MIXING,FALSE,Skyfall,,,,,,,,,,,,,,,
3531,2012,VISUAL EFFECTS,FALSE,The Hobbit: An Unexpected Journey,,,,,,,,,,,,,,,
3532,2012,VISUAL EFFECTS,TRUE,Life of Pi,,,,,,,,,,,,,,,
3533,2012,VISUAL EFFECTS,FALSE,Marvel's The Avengers,,,,,,,,,,,,,,,
3534,2012,VISUAL EFFECTS,FALSE,Prometheus,,,,,,,,,,,,,,,
3535,2012,VISUAL EFFECTS,FALSE,Snow White and the Huntsman,,,,,,,,,,,,,,,
3536,2012,WRITING (Adapted Screenplay),TRUE,Argo,,,,,,,,,,,,,,,
3537,2012,WRITING (Adapted Screenplay),FALSE,Beasts of the Southern Wild,,,,,,,,,,,,,,,
3538,2012,WRITING (Adapted Screenplay),FALSE,Life of Pi,,,,,,,,,,,,,,,
3539,2012,WRITING (Adapted Screenplay),FALSE,Lincoln,,,,,,,,,,,,,,,
3540,2012,WRITING (Adapted Screenplay),FALSE,Silver Linings Playbook,,,,,,,,,,,,,,,
3541,2012,WRITING (Original Screenplay),FALSE,Amour,,,,,,,,,,,,,,,
3542,2012,WRITING (Original Screenplay),TRUE,Django Unchained,,,,,,,,,,,,,,,
3543,2012,WRITING (Original Screenplay),FALSE,Flight,,,,,,,,,,,,,,,
3544,2012,WRITING (Original Screenplay),FALSE,Moonrise Kingdom,,,,,,,,,,,,,,,
3545,2012,WRITING (Original Screenplay),FALSE,Zero Dark Thirty,,,,,,,,,,,,,,,
3546,2012,JEAN HERSHOLT HUMANITARIAN AWARD,TRUE,Jeffrey Katzenberg,,,,,,,,,,,,,,,
3547,2012,HONORARY AWARD,TRUE,"To Hal Needham, an innovator, mentor, and master technician who elevated his craft to an art and made the impossible look easy.",,,,,,,,,,,,,,,
3548,2012,HONORARY AWARD,TRUE,"To D.A. Pennebaker, who redefined the language of film and taught a generation of filmmakers to look to reality for inspiration.",,,,,,,,,,,,,,,
3549,2012,HONORARY AWARD,TRUE,"To George Stevens, Jr., a tireless champion of the arts in America and especially that most American of arts: the Hollywood film.",,,,,,,,,,,,,,,
3550,2012,SCIENTIFIC AND TECHNICAL AWARD (Academy Award of Merit),TRUE,"To COOKE OPTICS LIMITED for their continuing innovation in the design, development and manufacture of advanced camera lenses that have helped define the look of motion pictures over the last century.",,,,,,,,,,,,,,,
3551,2012,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),TRUE,"To SIMON CLUTTERBUCK, JAMES JACOBS and DR. RICHARD DORLING for the development of the Tissue Physically-Based Character Simulation Framework.",,,,,,,,,,,,,,,
3552,2012,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),TRUE,"To DR. PHILIP McLAUCHLAN, ALLAN JAENICKE, JOHN-PAUL SMITH and ROSS SHAIN for the creation of the Mocha planar tracking and rotoscoping software at Imagineer Systems Ltd.",,,,,,,,,,,,,,,
3553,2012,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),TRUE,"To JOE MURTHA, WILLIAM FREDERICK and JIM MARKLAND of Anton/Bauer, Inc. for the design and creation of the CINE VCLX Portable Power System.",,,,,,,,,,,,,,,
3554,2012,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),TRUE,"To J.P. LEWIS, MATT CORDNER and NICKSON FONG for the invention and publication of the Pose Space Deformation technique.",,,,,,,,,,,,,,,
3555,2012,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),TRUE,"To LAWRENCE KESTELOOT, DREW OLBRICH and DANIEL WEXLER for the creation of the Light system for computer graphics lighting at PDI/DreamWorks.",,,,,,,,,,,,,,,
3556,2012,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),TRUE,"To STEVE LaVIETES, BRIAN HALL and JEREMY SELAN for the creation of the Katana computer graphics scene management and lighting software at Sony Pictures Imageworks.",,,,,,,,,,,,,,,
3557,2012,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),TRUE,"To THEODORE KIM, NILS THUEREY, DR. MARKUS GROSS and DOUG JAMES for the invention, publication and dissemination of Wavelet Turbulence software.",,,,,,,,,,,,,,,
3558,2012,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),TRUE,To RICHARD MALL for the design and development of the Matthews Max Menace Arm.,,,,,,,,,,,,,,,
3559,2012,JOHN A. BONNER MEDAL OF COMMENDATION,TRUE,To Bill Taylor in appreciation for outstanding service and dedication in upholding the high standards of the Academy of Motion Picture Arts and Sciences.,,,,,,,,,,,,,,,
3560,2013,ACTOR IN A LEADING ROLE,FALSE,Christian Bale,4.00E+07,Columbia Pictures,USA,David O. Russell,Crime,150117807,American Hustle,R,12/20/2013,138,,,,,
3561,2013,ACTOR IN A LEADING ROLE,FALSE,Christian Bale,2.20E+07,Appian Way,UK,Scott Cooper,Crime,11326836,Out of the Furnace,R,12/6/2013,116,,,,,
3562,2013,ACTOR IN A LEADING ROLE,FALSE,Bruce Dern,1.20E+07,Paramount Vantage,USA,Alexander Payne,Adventure,17654912,Nebraska,R,1/24/2014,115,,,,,
3563,2013,ACTOR IN A LEADING ROLE,FALSE,Leonardo DiCaprio,1.00E+08,Red Granite Pictures,USA,Martin Scorsese,Biography,116900694,The Wolf of Wall Street,R,12/25/2013,180,,,,,
3564,2013,ACTOR IN A LEADING ROLE,FALSE,Leonardo DiCaprio,1.05E+08,Warner Bros.,Australia,Baz Luhrmann,Drama,144840419,El gran Gatsby,PG-13,5/10/2013,143,,,,,
3565,2013,ACTOR IN A LEADING ROLE,FALSE,Chiwetel Ejiofor,2.00E+07,Regency Enterprises,USA,Steve McQueen,Biography,56671993,12 Years a Slave,R,11/8/2013,134,,,,,
3566,2013,ACTOR IN A LEADING ROLE,TRUE,Matthew McConaughey,5.00E+06,Truth Entertainment (II),USA,Jean-Marc Vall<e9>e,Biography,27298285,Dallas Buyers Club,R,11/22/2013,117,,,,,
3567,2013,ACTOR IN A SUPPORTING ROLE,FALSE,Barkhad Abdi,,,,,,,,,,,,,,,
3568,2013,ACTOR IN A SUPPORTING ROLE,FALSE,Bradley Cooper,1.03E+08,Green Hat Films,USA,Todd Phillips,Comedy,112200072,The Hangover Part III,R,5/23/2013,100,,,,,
3569,2013,ACTOR IN A SUPPORTING ROLE,FALSE,Michael Fassbender,2.50E+07,Fox 2000 Pictures,UK,Ridley Scott,Crime,16973715,The Counsellor,R,10/25/2013,117,,,,,
3570,2013,ACTOR IN A SUPPORTING ROLE,FALSE,Jonah Hill,,,,,,,,,,,,,,,
3571,2013,ACTOR IN A SUPPORTING ROLE,TRUE,Jared Leto,,,,,,,,,,,,,,,
3572,2013,ACTRESS IN A LEADING ROLE,FALSE,Amy Adams,,,,,,,,,,,,,,,
3573,2013,ACTRESS IN A LEADING ROLE,TRUE,Cate Blanchett,1.80E+07,Gravier Productions,USA,Woody Allen,Drama,33405481,Blue Jasmine,PG-13,8/23/2013,98,,,,,
3574,2013,ACTRESS IN A LEADING ROLE,FALSE,Sandra Bullock,1.00E+08,Warner Bros.,UK,Alfonso Cuar<f3>n,Drama,274092705,Gravity,PG-13,10/4/2013,91,,,,,
3575,2013,ACTRESS IN A LEADING ROLE,FALSE,Sandra Bullock,4.30E+07,Twentieth Century Fox Film Corporation,USA,Paul Feig,Action,159582188,The Heat,R,6/28/2013,117,,,,,
3576,2013,ACTRESS IN A LEADING ROLE,FALSE,Judi Dench,1.20E+07,The Weinstein Company,UK,Stephen Frears,Biography,37707719,Philomena,PG-13,11/27/2013,98,,,,,
3577,2013,ACTRESS IN A LEADING ROLE,FALSE,Meryl Streep,2.50E+07,The Weinstein Company,USA,John Wells,Drama,37738503,August: Osage County,R,1/10/2014,121,,,,,
3578,2013,ACTRESS IN A SUPPORTING ROLE,FALSE,Sally Hawkins,,,,,,,,,,,,,,,
3579,2013,ACTRESS IN A SUPPORTING ROLE,FALSE,Jennifer Lawrence,1.30E+08,Color Force,USA,Francis Lawrence,Action,424668047,The Hunger Games: Catching Fire,PG-13,11/22/2013,146,,,,,
3580,2013,ACTRESS IN A SUPPORTING ROLE,TRUE,Lupita Nyong'o,,,,,,,,,,,,,,,
3581,2013,ACTRESS IN A SUPPORTING ROLE,FALSE,Julia Roberts,,,,,,,,,,,,,,,
3582,2013,ACTRESS IN A SUPPORTING ROLE,FALSE,June Squibb,,,,,,,,,,,,,,,
3583,2013,ANIMATED FEATURE FILM,FALSE,The Croods,,,,,,,,,,,,,,,
3584,2013,ANIMATED FEATURE FILM,FALSE,Despicable Me 2,,,,,,,,,,,,,,,
3585,2013,ANIMATED FEATURE FILM,FALSE,Ernest & Celestine,,,,,,,,,,,,,,,
3586,2013,ANIMATED FEATURE FILM,TRUE,Frozen,,,,,,,,,,,,,,,
3587,2013,ANIMATED FEATURE FILM,FALSE,The Wind Rises,,,,,,,,,,,,,,,
3588,2013,CINEMATOGRAPHY,FALSE,The Grandmaster,,,,,,,,,,,,,,,
3589,2013,CINEMATOGRAPHY,TRUE,Gravity,,,,,,,,,,,,,,,
3590,2013,CINEMATOGRAPHY,FALSE,Inside Llewyn Davis,,,,,,,,,,,,,,,
3591,2013,CINEMATOGRAPHY,FALSE,Nebraska,,,,,,,,,,,,,,,
3592,2013,CINEMATOGRAPHY,FALSE,Prisoners,,,,,,,,,,,,,,,
3593,2013,COSTUME DESIGN,FALSE,American Hustle,,,,,,,,,,,,,,,
3594,2013,COSTUME DESIGN,FALSE,The Grandmaster,,,,,,,,,,,,,,,
3595,2013,COSTUME DESIGN,TRUE,The Great Gatsby,,,,,,,,,,,,,,,
3596,2013,COSTUME DESIGN,FALSE,The Invisible Woman,,,,,,,,,,,,,,,
3597,2013,COSTUME DESIGN,FALSE,12 Years a Slave,,,,,,,,,,,,,,,
3598,2013,DIRECTING,FALSE,American Hustle,,,,,,,,,,,,,,,
3599,2013,DIRECTING,TRUE,Gravity,,,,,,,,,,,,,,,
3600,2013,DIRECTING,FALSE,Nebraska,,,,,,,,,,,,,,,
3601,2013,DIRECTING,FALSE,12 Years a Slave,,,,,,,,,,,,,,,
3602,2013,DIRECTING,FALSE,The Wolf of Wall Street,,,,,,,,,,,,,,,
3603,2013,DOCUMENTARY (Feature),FALSE,The Act of Killing,,,,,,,,,,,,,,,
3604,2013,DOCUMENTARY (Feature),FALSE,Cutie and the Boxer,,,,,,,,,,,,,,,
3605,2013,DOCUMENTARY (Feature),FALSE,Dirty Wars,,,,,,,,,,,,,,,
3606,2013,DOCUMENTARY (Feature),FALSE,The Square,,,,,,,,,,,,,,,
3607,2013,DOCUMENTARY (Feature),TRUE,20 Feet from Stardom,,,,,,,,,,,,,,,
3608,2013,DOCUMENTARY (Short Subject),FALSE,CaveDigger,,,,,,,,,,,,,,,
3609,2013,DOCUMENTARY (Short Subject),FALSE,Facing Fear,,,,,,,,,,,,,,,
3610,2013,DOCUMENTARY (Short Subject),FALSE,Karama Has No Walls,,,,,,,,,,,,,,,
3611,2013,DOCUMENTARY (Short Subject),TRUE,The Lady in Number 6: Music Saved My Life,,,,,,,,,,,,,,,
3612,2013,DOCUMENTARY (Short Subject),FALSE,Prison Terminal: The Last Days of Private Jack Hall,,,,,,,,,,,,,,,
3613,2013,FILM EDITING,FALSE,American Hustle,,,,,,,,,,,,,,,
3614,2013,FILM EDITING,FALSE,Captain Phillips,,,,,,,,,,,,,,,
3615,2013,FILM EDITING,FALSE,Dallas Buyers Club,,,,,,,,,,,,,,,
3616,2013,FILM EDITING,TRUE,Gravity,,,,,,,,,,,,,,,
3617,2013,FILM EDITING,FALSE,12 Years a Slave,,,,,,,,,,,,,,,
3618,2013,FOREIGN LANGUAGE FILM,FALSE,The Broken Circle Breakdown,,,,,,,,,,,,,,,
3619,2013,FOREIGN LANGUAGE FILM,TRUE,The Great Beauty,,,,,,,,,,,,,,,
3620,2013,FOREIGN LANGUAGE FILM,FALSE,The Hunt,,,,,,,,,,,,,,,
3621,2013,FOREIGN LANGUAGE FILM,FALSE,The Missing Picture,,,,,,,,,,,,,,,
3622,2013,FOREIGN LANGUAGE FILM,FALSE,Omar,,,,,,,,,,,,,,,
3623,2013,MAKEUP AND HAIRSTYLING,TRUE,Dallas Buyers Club,,,,,,,,,,,,,,,
3624,2013,MAKEUP AND HAIRSTYLING,FALSE,Jackass Presents: Bad Grandpa,,,,,,,,,,,,,,,
3625,2013,MAKEUP AND HAIRSTYLING,FALSE,The Lone Ranger,,,,,,,,,,,,,,,
3626,2013,MUSIC (Original Score),FALSE,The Book Thief,,,,,,,,,,,,,,,
3627,2013,MUSIC (Original Score),TRUE,Gravity,,,,,,,,,,,,,,,
3628,2013,MUSIC (Original Score),FALSE,Her,,,,,,,,,,,,,,,
3629,2013,MUSIC (Original Score),FALSE,Philomena,,,,,,,,,,,,,,,
3630,2013,MUSIC (Original Score),FALSE,Saving Mr. Banks,,,,,,,,,,,,,,,
3631,2013,MUSIC (Original Song),FALSE,Alone Yet Not Alone,,,,,,,,,,,,,,,
3632,2013,MUSIC (Original Song),FALSE,Despicable Me 2,,,,,,,,,,,,,,,
3633,2013,MUSIC (Original Song),TRUE,Frozen,,,,,,,,,,,,,,,
3634,2013,MUSIC (Original Song),FALSE,Her,,,,,,,,,,,,,,,
3635,2013,MUSIC (Original Song),FALSE,Mandela: Long Walk to Freedom,,,,,,,,,,,,,,,
3636,2013,BEST PICTURE,FALSE,American Hustle,,,,,,,,,,,,,,,
3637,2013,BEST PICTURE,FALSE,Captain Phillips,,,,,,,,,,,,,,,
3638,2013,BEST PICTURE,FALSE,Dallas Buyers Club,,,,,,,,,,,,,,,
3639,2013,BEST PICTURE,FALSE,Gravity,,,,,,,,,,,,,,,
3640,2013,BEST PICTURE,FALSE,Her,,,,,,,,,,,,,,,
3641,2013,BEST PICTURE,FALSE,Nebraska,,,,,,,,,,,,,,,
3642,2013,BEST PICTURE,FALSE,Philomena,,,,,,,,,,,,,,,
3643,2013,BEST PICTURE,TRUE,12 Years a Slave,,,,,,,,,,,,,,,
3644,2013,BEST PICTURE,FALSE,The Wolf of Wall Street,,,,,,,,,,,,,,,
3645,2013,PRODUCTION DESIGN,FALSE,American Hustle,,,,,,,,,,,,,,,
3646,2013,PRODUCTION DESIGN,FALSE,Gravity,,,,,,,,,,,,,,,
3647,2013,PRODUCTION DESIGN,TRUE,The Great Gatsby,,,,,,,,,,,,,,,
3648,2013,PRODUCTION DESIGN,FALSE,Her,,,,,,,,,,,,,,,
3649,2013,PRODUCTION DESIGN,FALSE,12 Years a Slave,,,,,,,,,,,,,,,
3650,2013,SHORT FILM (Animated),FALSE,Feral,,,,,,,,,,,,,,,
3651,2013,SHORT FILM (Animated),FALSE,Get a Horse!,,,,,,,,,,,,,,,
3652,2013,SHORT FILM (Animated),TRUE,Mr. Hublot,,,,,,,,,,,,,,,
3653,2013,SHORT FILM (Animated),FALSE,Possessions,,,,,,,,,,,,,,,
3654,2013,SHORT FILM (Animated),FALSE,Room on the Broom,,,,,,,,,,,,,,,
3655,2013,SHORT FILM (Live Action),FALSE,Aquel No Era Yo (That Wasn't Me),,,,,,,,,,,,,,,
3656,2013,SHORT FILM (Live Action),FALSE,Avant Que De Tout Perdre (Just before Losing Everything),,,,,,,,,,,,,,,
3657,2013,SHORT FILM (Live Action),TRUE,Helium,,,,,,,,,,,,,,,
3658,2013,SHORT FILM (Live Action),FALSE,Pitääkö Mun Kaikki Hoitaa? (Do I Have to Take Care of Everything?),,,,,,,,,,,,,,,
3659,2013,SHORT FILM (Live Action),FALSE,The Voorman Problem,,,,,,,,,,,,,,,
3660,2013,SOUND EDITING,FALSE,All Is Lost,,,,,,,,,,,,,,,
3661,2013,SOUND EDITING,FALSE,Captain Phillips,,,,,,,,,,,,,,,
3662,2013,SOUND EDITING,TRUE,Gravity,,,,,,,,,,,,,,,
3663,2013,SOUND EDITING,FALSE,The Hobbit: The Desolation of Smaug,,,,,,,,,,,,,,,
3664,2013,SOUND EDITING,FALSE,Lone Survivor,,,,,,,,,,,,,,,
3665,2013,SOUND MIXING,FALSE,Captain Phillips,,,,,,,,,,,,,,,
3666,2013,SOUND MIXING,TRUE,Gravity,,,,,,,,,,,,,,,
3667,2013,SOUND MIXING,FALSE,The Hobbit: The Desolation of Smaug,,,,,,,,,,,,,,,
3668,2013,SOUND MIXING,FALSE,Inside Llewyn Davis,,,,,,,,,,,,,,,
3669,2013,SOUND MIXING,FALSE,Lone Survivor,,,,,,,,,,,,,,,
3670,2013,VISUAL EFFECTS,TRUE,Gravity,,,,,,,,,,,,,,,
3671,2013,VISUAL EFFECTS,FALSE,The Hobbit: The Desolation of Smaug,,,,,,,,,,,,,,,
3672,2013,VISUAL EFFECTS,FALSE,Iron Man 3,,,,,,,,,,,,,,,
3673,2013,VISUAL EFFECTS,FALSE,The Lone Ranger,,,,,,,,,,,,,,,
3674,2013,VISUAL EFFECTS,FALSE,Star Trek Into Darkness,,,,,,,,,,,,,,,
3675,2013,WRITING (Adapted Screenplay),FALSE,Before Midnight,,,,,,,,,,,,,,,
3676,2013,WRITING (Adapted Screenplay),FALSE,Captain Phillips,,,,,,,,,,,,,,,
3677,2013,WRITING (Adapted Screenplay),FALSE,Philomena,,,,,,,,,,,,,,,
3678,2013,WRITING (Adapted Screenplay),TRUE,12 Years a Slave,,,,,,,,,,,,,,,
3679,2013,WRITING (Adapted Screenplay),FALSE,The Wolf of Wall Street,,,,,,,,,,,,,,,
3680,2013,WRITING (Original Screenplay),FALSE,American Hustle,,,,,,,,,,,,,,,
3681,2013,WRITING (Original Screenplay),FALSE,Blue Jasmine,,,,,,,,,,,,,,,
3682,2013,WRITING (Original Screenplay),FALSE,Dallas Buyers Club,,,,,,,,,,,,,,,
3683,2013,WRITING (Original Screenplay),TRUE,Her,,,,,,,,,,,,,,,
3684,2013,WRITING (Original Screenplay),FALSE,Nebraska,,,,,,,,,,,,,,,
3685,2013,JEAN HERSHOLT HUMANITARIAN AWARD,TRUE,Angelina Jolie,,,,,,,,,,,,,,,
3686,2013,HONORARY AWARD,TRUE,"To Angela Lansbury, an entertainment icon who has created some of cinema's most memorable characters, inspiring generations of actors.",,,,,,,,,,,,,,,
3687,2013,HONORARY AWARD,TRUE,To Steve Martin in recognition of his extraordinary talents and the unique inspiration he has brought to the art of motion pictures.,,,,,,,,,,,,,,,
3688,2013,HONORARY AWARD,TRUE,"To Piero Tosi, a visionary whose incomparable costume designs shaped timeless, living art in motion pictures.",,,,,,,,,,,,,,,
3689,2013,GORDON E. SAWYER AWARD,TRUE,Peter W. Anderson,,,,,,,,,,,,,,,
3690,2013,SCIENTIFIC AND TECHNICAL AWARD (Academy Award of Merit),TRUE,"To all those who built and operated film laboratories, for over a century of service to the motion picture industry.",,,,,,,,,,,,,,,
3691,2013,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),TRUE,To OFER ALON for the design and implementation of the ZBrush software tool for multi-resolution sculpting of digital models.,,,,,,,,,,,,,,,
3692,2013,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),TRUE,To ERIC VEACH for his foundational research on efficient Monte Carlo path tracing for image synthesis.,,,,,,,,,,,,,,,
3693,2013,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),TRUE,"To ANDRE GAUTHIER, BENOIT SEVIGNY, YVES BOUDREAULT and ROBERT LANCIAULT for the design and implementation of the FiLMBOX software application.",,,,,,,,,,,,,,,
3694,2013,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),TRUE,"To EMMANUEL PRÉVINAIRE, JAN SPERLING, ETIENNE BRANDT and TONY POSTIAU for their development of the Flying-Cam SARAH 3.0 system.",,,,,,,,,,,,,,,
3695,2013,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),TRUE,"To OLIVIER MAURY, IAN SACHS and DAN PIPONI for the creation of the ILM Plume system that simulates and renders fire, smoke and explosions for motion picture visual effects.",,,,,,,,,,,,,,,
3696,2013,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),TRUE,To RONALD D. HENDERSON for the development of the FLUX gas simulation system.,,,,,,,,,,,,,,,
3697,2013,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),TRUE,"To ANDREW CAMENISCH, DAVID CARDWELL and TIBOR MADJAR for the concept and design, and to CSABA KOHEGYI and IMRE MAJOR for the implementation of the Mudbox software.",,,,,,,,,,,,,,,
