"","year","category","winner","entity","budget","company","country","director","genre","gross","rating","released","runtime"
"2093",2002,"ART DIRECTION",FALSE,"Road to Perdition",8e+07,"DreamWorks","USA","Sam Mendes","Crime",104454762,"R","2002-07-12",117
"2094",2002,"CINEMATOGRAPHY",FALSE,"Chicago",4.5e+07,"Miramax","USA","Rob Marshall","Comedy",170687518,"PG-13","2003-01-24",113
"2095",2002,"CINEMATOGRAPHY",FALSE,"Far from Heaven",13500000,"Focus Features","USA","Todd Haynes","Drama",15854988,"PG-13","2003-01-10",107
"2096",2002,"CINEMATOGRAPHY",FALSE,"Gangs of New York",1e+08,"Miramax","USA","Martin Scorsese","Crime",77812000,"R","2002-12-20",167
"2097",2002,"CINEMATOGRAPHY",FALSE,"The Pianist",3.5e+07,"R.P. Productions","France","Roman Polanski","Biography",32572577,"R","2003-03-28",150
"2098",2002,"CINEMATOGRAPHY",TRUE,"Road to Perdition",8e+07,"DreamWorks","USA","Sam Mendes","Crime",104454762,"R","2002-07-12",117
"2099",2002,"COSTUME DESIGN",TRUE,"Chicago",4.5e+07,"Miramax","USA","Rob Marshall","Comedy",170687518,"PG-13","2003-01-24",113
"2100",2002,"COSTUME DESIGN",FALSE,"Frida",1.2e+07,"Handprint Entertainment","USA","Julie Taymor","Biography",25885000,"R","2002-11-22",123
"2101",2002,"COSTUME DESIGN",FALSE,"Gangs of New York",1e+08,"Miramax","USA","Martin Scorsese","Crime",77812000,"R","2002-12-20",167
"2102",2002,"COSTUME DESIGN",FALSE,"The Hours",2.5e+07,"Paramount Pictures","USA","Stephen Daldry","Drama",41675994,"PG-13","2003-02-14",110
"2103",2002,"COSTUME DESIGN",FALSE,"The Pianist",3.5e+07,"R.P. Productions","France","Roman Polanski","Biography",32572577,"R","2003-03-28",150
"2104",2002,"DIRECTING",FALSE,"Chicago",4.5e+07,"Miramax","USA","Rob Marshall","Comedy",170687518,"PG-13","2003-01-24",113
"2105",2002,"DIRECTING",FALSE,"Gangs of New York",1e+08,"Miramax","USA","Martin Scorsese","Crime",77812000,"R","2002-12-20",167
"2106",2002,"DIRECTING",FALSE,"The Hours",2.5e+07,"Paramount Pictures","USA","Stephen Daldry","Drama",41675994,"PG-13","2003-02-14",110
"2107",2002,"DIRECTING",TRUE,"The Pianist",3.5e+07,"R.P. Productions","France","Roman Polanski","Biography",32572577,"R","2003-03-28",150
"2108",2002,"DIRECTING",FALSE,"Talk to Her",0,"Deseo, El","Spain","Pedro Almod<f3>var","Drama",9284265,"R","2003-02-14",112
"2109",2002,"DOCUMENTARY (Feature)",TRUE,"Bowling for Columbine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2110",2002,"DOCUMENTARY (Feature)",FALSE,"Daughter from Danang",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2111",2002,"DOCUMENTARY (Feature)",FALSE,"Prisoner of Paradise",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2112",2002,"DOCUMENTARY (Feature)",FALSE,"Spellbound",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2113",2002,"DOCUMENTARY (Feature)",FALSE,"Winged Migration",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2114",2002,"DOCUMENTARY (Short Subject)",FALSE,"The Collector of Bedford Street",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2115",2002,"DOCUMENTARY (Short Subject)",FALSE,"Mighty Times: The Legacy of Rosa Parks",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2116",2002,"DOCUMENTARY (Short Subject)",TRUE,"Twin Towers",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2117",2002,"DOCUMENTARY (Short Subject)",FALSE,"Why Can't We Be a Family Again?",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2118",2002,"FILM EDITING",TRUE,"Chicago",4.5e+07,"Miramax","USA","Rob Marshall","Comedy",170687518,"PG-13","2003-01-24",113
"2119",2002,"FILM EDITING",FALSE,"Gangs of New York",1e+08,"Miramax","USA","Martin Scorsese","Crime",77812000,"R","2002-12-20",167
"2120",2002,"FILM EDITING",FALSE,"The Hours",2.5e+07,"Paramount Pictures","USA","Stephen Daldry","Drama",41675994,"PG-13","2003-02-14",110
"2121",2002,"FILM EDITING",FALSE,"The Lord of the Rings: The Two Towers",9.4e+07,"New Line Cinema","USA","Peter Jackson","Adventure",342551365,"PG-13","2002-12-18",179
"2122",2002,"FILM EDITING",FALSE,"The Pianist",3.5e+07,"R.P. Productions","France","Roman Polanski","Biography",32572577,"R","2003-03-28",150
"2123",2002,"FOREIGN LANGUAGE FILM",FALSE,"El Crimen del Padre Amaro",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2124",2002,"FOREIGN LANGUAGE FILM",FALSE,"Hero",3.1e+07,"Beijing New Picture Film Co.","China","Yimou Zhang","Action",53710019,"PG-13","2004-08-27",107
"2125",2002,"FOREIGN LANGUAGE FILM",FALSE,"The Man without a Past",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2126",2002,"FOREIGN LANGUAGE FILM",TRUE,"Nowhere in Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2127",2002,"FOREIGN LANGUAGE FILM",FALSE,"Zus & Zo",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2128",2002,"MAKEUP",TRUE,"Frida",1.2e+07,"Handprint Entertainment","USA","Julie Taymor","Biography",25885000,"R","2002-11-22",123
"2129",2002,"MAKEUP",FALSE,"The Time Machine",8e+07,"Warner Bros.","USA","Simon Wells","Action",56684819,"PG-13","2002-03-08",96
"2130",2002,"MUSIC (Original Score)",FALSE,"Catch Me If You Can",5.2e+07,"DreamWorks","USA","Steven Spielberg","Biography",164615351,"PG-13","2002-12-25",141
"2131",2002,"MUSIC (Original Score)",FALSE,"Far from Heaven",13500000,"Focus Features","USA","Todd Haynes","Drama",15854988,"PG-13","2003-01-10",107
"2132",2002,"MUSIC (Original Score)",TRUE,"Frida",1.2e+07,"Handprint Entertainment","USA","Julie Taymor","Biography",25885000,"R","2002-11-22",123
"2133",2002,"MUSIC (Original Score)",FALSE,"The Hours",2.5e+07,"Paramount Pictures","USA","Stephen Daldry","Drama",41675994,"PG-13","2003-02-14",110
"2134",2002,"MUSIC (Original Score)",FALSE,"Road to Perdition",8e+07,"DreamWorks","USA","Sam Mendes","Crime",104454762,"R","2002-07-12",117
"2135",2002,"MUSIC (Original Song)",FALSE,"Frida",1.2e+07,"Handprint Entertainment","USA","Julie Taymor","Biography",25885000,"R","2002-11-22",123
"2136",2002,"MUSIC (Original Song)",FALSE,"The Wild Thornberrys Movie",2.5e+07,"Paramount Pictures","USA","Cathy Malkasian","Animation",40108697,"PG","2002-12-20",85
"2137",2002,"MUSIC (Original Song)",FALSE,"Gangs of New York",1e+08,"Miramax","USA","Martin Scorsese","Crime",77812000,"R","2002-12-20",167
"2138",2002,"MUSIC (Original Song)",FALSE,"Chicago",4.5e+07,"Miramax","USA","Rob Marshall","Comedy",170687518,"PG-13","2003-01-24",113
"2139",2002,"MUSIC (Original Song)",TRUE,"8 Mile",4.1e+07,"Imagine Entertainment","USA","Curtis Hanson","Drama",116724075,"R","2002-11-08",110
"2140",2002,"BEST PICTURE",TRUE,"Chicago",4.5e+07,"Miramax","USA","Rob Marshall","Comedy",170687518,"PG-13","2003-01-24",113
"2141",2002,"BEST PICTURE",FALSE,"Gangs of New York",1e+08,"Miramax","USA","Martin Scorsese","Crime",77812000,"R","2002-12-20",167
"2142",2002,"BEST PICTURE",FALSE,"The Hours",2.5e+07,"Paramount Pictures","USA","Stephen Daldry","Drama",41675994,"PG-13","2003-02-14",110
"2143",2002,"BEST PICTURE",FALSE,"The Lord of the Rings: The Two Towers",9.4e+07,"New Line Cinema","USA","Peter Jackson","Adventure",342551365,"PG-13","2002-12-18",179
"2144",2002,"BEST PICTURE",FALSE,"The Pianist",3.5e+07,"R.P. Productions","France","Roman Polanski","Biography",32572577,"R","2003-03-28",150
"2145",2002,"SHORT FILM (Animated)",FALSE,"The Cathedral",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2146",2002,"SHORT FILM (Animated)",TRUE,"The ChubbChubbs!",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2147",2002,"SHORT FILM (Animated)",FALSE,"Das Rad",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2148",2002,"SHORT FILM (Animated)",FALSE,"Mike's New Car",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2149",2002,"SHORT FILM (Animated)",FALSE,"Mt. Head",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2150",2002,"SHORT FILM (Live Action)",FALSE,"Fait D'Hiver",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2151",2002,"SHORT FILM (Live Action)",FALSE,"I'll Wait for the Next One... (J'Attendrai Le Suivant...)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2152",2002,"SHORT FILM (Live Action)",FALSE,"Inja (Dog)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2153",2002,"SHORT FILM (Live Action)",FALSE,"Johnny Flynton",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2154",2002,"SHORT FILM (Live Action)",TRUE,"This Charming Man (Der Er En Yndig Mand)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2155",2002,"SOUND",TRUE,"Chicago",4.5e+07,"Miramax","USA","Rob Marshall","Comedy",170687518,"PG-13","2003-01-24",113
"2156",2002,"SOUND",FALSE,"Gangs of New York",1e+08,"Miramax","USA","Martin Scorsese","Crime",77812000,"R","2002-12-20",167
"2157",2002,"SOUND",FALSE,"The Lord of the Rings: The Two Towers",9.4e+07,"New Line Cinema","USA","Peter Jackson","Adventure",342551365,"PG-13","2002-12-18",179
"2158",2002,"SOUND",FALSE,"Road to Perdition",8e+07,"DreamWorks","USA","Sam Mendes","Crime",104454762,"R","2002-07-12",117
"2159",2002,"SOUND",FALSE,"Spider-Man",1.39e+08,"Columbia Pictures Corporation","USA","Sam Raimi","Action",403706375,"PG-13","2002-05-03",121
"2160",2002,"SOUND EDITING",TRUE,"The Lord of the Rings: The Two Towers",9.4e+07,"New Line Cinema","USA","Peter Jackson","Adventure",342551365,"PG-13","2002-12-18",179
"2161",2002,"SOUND EDITING",FALSE,"Minority Report",1.02e+08,"Twentieth Century Fox Film Corporation","USA","Steven Spielberg","Action",132072926,"PG-13","2002-06-21",145
"2162",2002,"SOUND EDITING",FALSE,"Road to Perdition",8e+07,"DreamWorks","USA","Sam Mendes","Crime",104454762,"R","2002-07-12",117
"2163",2002,"VISUAL EFFECTS",TRUE,"The Lord of the Rings: The Two Towers",9.4e+07,"New Line Cinema","USA","Peter Jackson","Adventure",342551365,"PG-13","2002-12-18",179
"2164",2002,"VISUAL EFFECTS",FALSE,"Spider-Man",1.39e+08,"Columbia Pictures Corporation","USA","Sam Raimi","Action",403706375,"PG-13","2002-05-03",121
"2165",2002,"VISUAL EFFECTS",FALSE,"Star Wars Episode II Attack of the Clones",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2166",2002,"WRITING (Adapted Screenplay)",FALSE,"About a Boy",3e+07,"Universal Pictures","UK","Chris Weitz","Comedy",41385278,"PG-13","2002-05-17",101
"2167",2002,"WRITING (Adapted Screenplay)",FALSE,"Adaptation",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2168",2002,"WRITING (Adapted Screenplay)",FALSE,"Chicago",4.5e+07,"Miramax","USA","Rob Marshall","Comedy",170687518,"PG-13","2003-01-24",113
"2169",2002,"WRITING (Adapted Screenplay)",FALSE,"The Hours",2.5e+07,"Paramount Pictures","USA","Stephen Daldry","Drama",41675994,"PG-13","2003-02-14",110
"2170",2002,"WRITING (Adapted Screenplay)",TRUE,"The Pianist",3.5e+07,"R.P. Productions","France","Roman Polanski","Biography",32572577,"R","2003-03-28",150
"2171",2002,"WRITING (Original Screenplay)",FALSE,"Far from Heaven",13500000,"Focus Features","USA","Todd Haynes","Drama",15854988,"PG-13","2003-01-10",107
"2172",2002,"WRITING (Original Screenplay)",FALSE,"Gangs of New York",1e+08,"Miramax","USA","Martin Scorsese","Crime",77812000,"R","2002-12-20",167
"2173",2002,"WRITING (Original Screenplay)",FALSE,"My Big Fat Greek Wedding",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2174",2002,"WRITING (Original Screenplay)",TRUE,"Talk to Her",0,"Deseo, El","Spain","Pedro Almod<f3>var","Drama",9284265,"R","2003-02-14",112
"2175",2002,"WRITING (Original Screenplay)",FALSE,"Y Tu Mamá También",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2176",2002,"HONORARY AWARD",TRUE,"To Peter O'Toole, whose remarkable talents have provided cinema history with some of its most memorable characters.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2177",2002,"SCIENTIFIC AND TECHNICAL AWARD (Academy Award of Merit)",TRUE,"To ALIAS/WAVEFRONT for the development of a 3D animation, dynamics, modeling and rendering production tool known as Maya.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2178",2002,"SCIENTIFIC AND TECHNICAL AWARD (Academy Award of Merit)",TRUE,"To ARNOLD & RICHTER CINE TECHNIK and PANAVISION INC., for their continuing development and innovation in the design and manufacturing of advanced camera systems specifically designed for the motion picture entertainment industry.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2179",2002,"SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award)",TRUE,"To GLENN SANDERS and HOWARD STARK of Zaxcom for the concept, design and engineering of the portable Deva Digital Audio Disk Recorder.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2180",2002,"SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award)",TRUE,"To MARK ELENDT, PAUL H. BRESLIN, GREG HERMANOVIC and KIM DAVIDSON for their continued development of the procedural modeling and animation components of their Prisms program, as exemplified in the Houdini software package.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2181",2002,"SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award)",TRUE,"To DR. LESLIE GUTIERREZ, DIANE E. KESTNER, JAMES MERRILL and DAVID NIKLEWICZ for the design and development of the Kodak Vision Premier Color Print Film, 2393.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2182",2002,"SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award)",TRUE,"To DEDO WEIGERT for the concept, DR. DEPU JIN for the optical calculations, and FRANZ PETTERS for the mechanical construction of the Dedolight 400D.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2183",2002,"SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)",TRUE,"To DICK WALSH for the development of the PDI/DreamWorks Facial Animation System.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2184",2002,"SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)",TRUE,"To THOMAS DRIEMEYER and to the TEAM OF MATHEMATICIANS, PHYSICISTS AND SOFTWARE ENGINEERS OF MENTAL IMAGES for their contributions to the Mental Ray rendering software for motion pictures.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2185",2002,"SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)",TRUE,"To ERIC DANIELS, GEORGE KATANICS, TASSO LAPPAS and CHRIS SPRINGFIELD for the development of the Deep Canvas rendering software.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2186",2002,"SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)",TRUE,"To JIM SONGER for his contributions to the technical development of video-assist in the motion picture industry.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2187",2002,"SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)",TRUE,"To PIERRE CHABERT of Airstar for the introduction of balloons with internal light sources to provide set lighting for the motion picture industry.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2188",2002,"SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)",TRUE,"To RAWDON HAYNE and ROBERT W. JEFFS of Leelium Tubelites for their contributions to the development of internally lit balloons for motion picture lighting.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2189",2002,"JOHN A. BONNER MEDAL OF COMMENDATION",TRUE,"To Curt R. Behlmer in appreciation for outstanding service and dedication in upholding the high standards of the Academy of Motion Picture Arts and Sciences.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2190",2002,"JOHN A. BONNER MEDAL OF COMMENDATION",TRUE,"To Richard B. Glickman in appreciation for outstanding service and dedication in upholding the high standards of the Academy of Motion Picture Arts and Sciences.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2191",2003,"ACTOR IN A LEADING ROLE",FALSE,"Johnny Depp",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2192",2003,"ACTOR IN A LEADING ROLE",FALSE,"Ben Kingsley",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2193",2003,"ACTOR IN A LEADING ROLE",FALSE,"Jude Law",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2194",2003,"ACTOR IN A LEADING ROLE",FALSE,"Bill Murray",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2195",2003,"ACTOR IN A LEADING ROLE",TRUE,"Sean Penn",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2196",2003,"ACTOR IN A SUPPORTING ROLE",FALSE,"Alec Baldwin",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2197",2003,"ACTOR IN A SUPPORTING ROLE",FALSE,"Benicio Del Toro",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2198",2003,"ACTOR IN A SUPPORTING ROLE",FALSE,"Djimon Hounsou",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2199",2003,"ACTOR IN A SUPPORTING ROLE",TRUE,"Tim Robbins",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2200",2003,"ACTOR IN A SUPPORTING ROLE",FALSE,"Ken Watanabe",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2201",2003,"ACTRESS IN A LEADING ROLE",FALSE,"Keisha Castle-Hughes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2202",2003,"ACTRESS IN A LEADING ROLE",FALSE,"Diane Keaton",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2203",2003,"ACTRESS IN A LEADING ROLE",FALSE,"Samantha Morton",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2204",2003,"ACTRESS IN A LEADING ROLE",TRUE,"Charlize Theron",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2205",2003,"ACTRESS IN A LEADING ROLE",FALSE,"Naomi Watts",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2206",2003,"ACTRESS IN A SUPPORTING ROLE",FALSE,"Shohreh Aghdashloo",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2207",2003,"ACTRESS IN A SUPPORTING ROLE",FALSE,"Patricia Clarkson",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2208",2003,"ACTRESS IN A SUPPORTING ROLE",FALSE,"Marcia Gay Harden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2209",2003,"ACTRESS IN A SUPPORTING ROLE",FALSE,"Holly Hunter",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2210",2003,"ACTRESS IN A SUPPORTING ROLE",TRUE,"Renée Zellweger",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2211",2003,"ANIMATED FEATURE FILM",FALSE,"Brother Bear",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2212",2003,"ANIMATED FEATURE FILM",TRUE,"Finding Nemo",9.4e+07,"Pixar Animation Studios","USA","Andrew Stanton","Animation",380843261,"G","2003-05-30",100
"2213",2003,"ANIMATED FEATURE FILM",FALSE,"The Triplets of Belleville",9500000,"Les Armateurs","France","Sylvain Chomet","Animation",7002255,"PG-13","2004-02-13",80
"2214",2003,"ART DIRECTION",FALSE,"Girl with a Pearl Earring",0,"Archer Street Productions","UK","Peter Webber","Biography",11634362,"PG-13","2004-01-30",100
"2215",2003,"ART DIRECTION",FALSE,"The Last Samurai",1.4e+08,"Warner Bros.","USA","Edward Zwick","Action",111110575,"R","2003-12-05",154
"2216",2003,"ART DIRECTION",TRUE,"The Lord of the Rings: The Return of the King",9.4e+07,"New Line Cinema","USA","Peter Jackson","Adventure",377845905,"PG-13","2003-12-17",201
"2217",2003,"ART DIRECTION",FALSE,"Master and Commander: The Far Side of the World",1.5e+08,"Twentieth Century Fox Film Corporation","USA","Peter Weir","Action",93927920,"PG-13","2003-11-14",138
"2218",2003,"ART DIRECTION",FALSE,"Seabiscuit",8.7e+07,"Universal Pictures","USA","Gary Ross","Drama",120277854,"PG-13","2003-07-25",140
"2219",2003,"CINEMATOGRAPHY",FALSE,"City of God",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2220",2003,"CINEMATOGRAPHY",FALSE,"Cold Mountain",7.9e+07,"Miramax","UK","Anthony Minghella","Adventure",95636509,"R","2003-12-25",154
"2221",2003,"CINEMATOGRAPHY",FALSE,"Girl with a Pearl Earring",0,"Archer Street Productions","UK","Peter Webber","Biography",11634362,"PG-13","2004-01-30",100
"2222",2003,"CINEMATOGRAPHY",TRUE,"Master and Commander: The Far Side of the World",1.5e+08,"Twentieth Century Fox Film Corporation","USA","Peter Weir","Action",93927920,"PG-13","2003-11-14",138
"2223",2003,"CINEMATOGRAPHY",FALSE,"Seabiscuit",8.7e+07,"Universal Pictures","USA","Gary Ross","Drama",120277854,"PG-13","2003-07-25",140
"2224",2003,"COSTUME DESIGN",FALSE,"Girl with a Pearl Earring",0,"Archer Street Productions","UK","Peter Webber","Biography",11634362,"PG-13","2004-01-30",100
"2225",2003,"COSTUME DESIGN",FALSE,"The Last Samurai",1.4e+08,"Warner Bros.","USA","Edward Zwick","Action",111110575,"R","2003-12-05",154
"2226",2003,"COSTUME DESIGN",TRUE,"The Lord of the Rings: The Return of the King",9.4e+07,"New Line Cinema","USA","Peter Jackson","Adventure",377845905,"PG-13","2003-12-17",201
"2227",2003,"COSTUME DESIGN",FALSE,"Master and Commander: The Far Side of the World",1.5e+08,"Twentieth Century Fox Film Corporation","USA","Peter Weir","Action",93927920,"PG-13","2003-11-14",138
"2228",2003,"COSTUME DESIGN",FALSE,"Seabiscuit",8.7e+07,"Universal Pictures","USA","Gary Ross","Drama",120277854,"PG-13","2003-07-25",140
"2229",2003,"DIRECTING",FALSE,"City of God",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2230",2003,"DIRECTING",TRUE,"The Lord of the Rings: The Return of the King",9.4e+07,"New Line Cinema","USA","Peter Jackson","Adventure",377845905,"PG-13","2003-12-17",201
"2231",2003,"DIRECTING",FALSE,"Lost in Translation",4e+06,"Focus Features","USA","Sofia Coppola","Drama",44585453,"R","2003-10-03",102
"2232",2003,"DIRECTING",FALSE,"Master and Commander: The Far Side of the World",1.5e+08,"Twentieth Century Fox Film Corporation","USA","Peter Weir","Action",93927920,"PG-13","2003-11-14",138
"2233",2003,"DIRECTING",FALSE,"Mystic River",2.5e+07,"Warner Bros.","USA","Clint Eastwood","Crime",90135191,"R","2003-10-15",138
"2234",2003,"DOCUMENTARY (Feature)",FALSE,"Balseros",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2235",2003,"DOCUMENTARY (Feature)",FALSE,"Capturing the Friedmans",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2236",2003,"DOCUMENTARY (Feature)",TRUE,"The Fog of War",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2237",2003,"DOCUMENTARY (Feature)",FALSE,"My Architect",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2238",2003,"DOCUMENTARY (Feature)",FALSE,"The Weather Underground",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2239",2003,"DOCUMENTARY (Short Subject)",FALSE,"Asylum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2240",2003,"DOCUMENTARY (Short Subject)",TRUE,"Chernobyl Heart",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2241",2003,"DOCUMENTARY (Short Subject)",FALSE,"Ferry Tales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2242",2003,"FILM EDITING",FALSE,"City of God",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2243",2003,"FILM EDITING",FALSE,"Cold Mountain",7.9e+07,"Miramax","UK","Anthony Minghella","Adventure",95636509,"R","2003-12-25",154
"2244",2003,"FILM EDITING",TRUE,"The Lord of the Rings: The Return of the King",9.4e+07,"New Line Cinema","USA","Peter Jackson","Adventure",377845905,"PG-13","2003-12-17",201
"2245",2003,"FILM EDITING",FALSE,"Master and Commander: The Far Side of the World",1.5e+08,"Twentieth Century Fox Film Corporation","USA","Peter Weir","Action",93927920,"PG-13","2003-11-14",138
"2246",2003,"FILM EDITING",FALSE,"Seabiscuit",8.7e+07,"Universal Pictures","USA","Gary Ross","Drama",120277854,"PG-13","2003-07-25",140
"2247",2003,"FOREIGN LANGUAGE FILM",TRUE,"The Barbarian Invasions",0,"Pyramide Productions","Canada","Denys Arcand","Comedy",3432342,"R","2004-03-05",99
"2248",2003,"FOREIGN LANGUAGE FILM",FALSE,"Evil",0,"Moviola Film och Television AB","Sweden","Mikael H<e5>fstr<f6>m","Drama",15280,"NOT RATED","2003-09-26",113
"2249",2003,"FOREIGN LANGUAGE FILM",FALSE,"The Twilight Samurai",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2250",2003,"FOREIGN LANGUAGE FILM",FALSE,"Twin Sisters",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2251",2003,"FOREIGN LANGUAGE FILM",FALSE,"Zelary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2252",2003,"MAKEUP",TRUE,"The Lord of the Rings: The Return of the King",9.4e+07,"New Line Cinema","USA","Peter Jackson","Adventure",377845905,"PG-13","2003-12-17",201
"2253",2003,"MAKEUP",FALSE,"Master and Commander: The Far Side of the World",1.5e+08,"Twentieth Century Fox Film Corporation","USA","Peter Weir","Action",93927920,"PG-13","2003-11-14",138
"2254",2003,"MAKEUP",FALSE,"Pirates of the Caribbean: The Curse of the Black Pearl",1.4e+08,"Walt Disney Pictures","USA","Gore Verbinski","Action",305413918,"PG-13","2003-07-09",143
"2255",2003,"MUSIC (Original Score)",FALSE,"Big Fish",7e+07,"Columbia Pictures Corporation","USA","Tim Burton","Adventure",66257002,"PG-13","2004-01-09",125
"2256",2003,"MUSIC (Original Score)",FALSE,"Cold Mountain",7.9e+07,"Miramax","UK","Anthony Minghella","Adventure",95636509,"R","2003-12-25",154
"2257",2003,"MUSIC (Original Score)",FALSE,"Finding Nemo",9.4e+07,"Pixar Animation Studios","USA","Andrew Stanton","Animation",380843261,"G","2003-05-30",100
"2258",2003,"MUSIC (Original Score)",FALSE,"House of Sand and Fog",1.5e+07,"DreamWorks","USA","Vadim Perelman","Drama",13005485,"R","2004-01-09",126
"2259",2003,"MUSIC (Original Score)",TRUE,"The Lord of the Rings: The Return of the King",9.4e+07,"New Line Cinema","USA","Peter Jackson","Adventure",377845905,"PG-13","2003-12-17",201
"2260",2003,"MUSIC (Original Song)",FALSE,"The Triplets of Belleville",9500000,"Les Armateurs","France","Sylvain Chomet","Animation",7002255,"PG-13","2004-02-13",80
"2261",2003,"MUSIC (Original Song)",TRUE,"The Lord of the Rings: The Return of the King",9.4e+07,"New Line Cinema","USA","Peter Jackson","Adventure",377845905,"PG-13","2003-12-17",201
"2262",2003,"MUSIC (Original Song)",FALSE,"A Mighty Wind",0,"Castle Rock Entertainment","USA","Christopher Guest","Comedy",17508936,"PG-13","2003-05-09",91
"2263",2003,"MUSIC (Original Song)",FALSE,"Cold Mountain",7.9e+07,"Miramax","UK","Anthony Minghella","Adventure",95636509,"R","2003-12-25",154
"2264",2003,"MUSIC (Original Song)",FALSE,"Cold Mountain",7.9e+07,"Miramax","UK","Anthony Minghella","Adventure",95636509,"R","2003-12-25",154
